Language_ID,Parameter_ID,Form,Gloss,Native,Phonemic,Description,Source
mand,10126,mitrap,"friendship, good relation",,,"",patyal4
kgr,10126,mitreccā,"",,,"",patyal4
mand,157,yāṇā,"young (adj.)",,,"",patyal4
kgr,157,yāṇā,"",,,"",patyal4
kul,157,yāṇā,"",,,"",patyal4
mand,10551,racchyā,"protection (especially from divine beings)",,,"",patyal4
kgr,10551,ra(c)chyā,"",,,"",patyal4
dog,10551,rakkhyā,"",,,"",patyal4
mand,13919,sāk,"relationship (by marriage)",,,"",patyal4
mand,13919,sāklā,"",,,"",patyal4
dog,13919,sāk,"",,,"",patyal4
mand,12774,setā,"white",,,"",patyal4
mand,13088,syāṇā,"old; sensible, clever, wise",,,"",patyal4
dog,13088,syāṇā,"",,,"",patyal4
kgr,13088,syāṇā,"",,,"",patyal4
mand,13088,syaṇ,"(master) cook (of a Brahmana caste)",,,"",patyal4
mand,13873,slī́ṇ,"wife's brother's wife",,,"",patyal4
S,13873,salejī,"",,,"",patyal4
mand,13610,svār,"Monday",,,"",patyal4
dog,13610,svār,"",,,"",patyal4
kgr,13610,svā̃r,"",,,"",patyal4
dog,13610,svār,"",,,"",patyal4
kgr,13610,svā̃r,"",,,"",patyal4
mand,e1,svāṛ,"(enclosed) piece of land near the house (where normally vegetables etc. are grown)",,,"",patyal4
mand,e1,svāṛu,"",,,"",patyal4
kgr,e1,svāṛu,"",,,"",patyal4
mand,12393,srāp,"curse",,,"",patyal4
dog,12393,srāp,"",,,"",patyal4
kgr,12393,srāf,"",,,"",patyal4
mand,14105,hyā́ṇ,"mass of snow, avalanche (of snow only)",,,"",patyal4
dog,565,ā̃s,"day of the new moon",,,"",patyal3
mand,565,vā̃s,"",,,"",patyal3
kgr,565,vā̃s,"",,,"",patyal3
bhal,565,avā̃s,"",,,"",patyal3
dog,9663,prā̀ppā,"brotherhood, fraternity",,,"",patyal3
dog,9181,bākhṛī,"cow with a young calf, cow which yields milk for a short time",,,"",patyal3
dog,13133,sakutar,"co-wife's son",,,"",patyal3
mand,13133,sakṇutru,"co-wife's son (either from same or prev. husband)",,,"",patyal3
mand,13133,sakṇutrī,"co-wife's daughter",,,"",patyal3
dog,13130,sākaṇ,"",,,"",patyal3
mand,13130,saukaṇ,"",,,"",patyal3
kgr,13130,saukaṇ,"",,,"",patyal3
kgr,13873,sḷyā́,"",,,"",patyal3
dog,13873,salǽr,"wife's brother's wife",,,"",patyal3
dog,12642,sóā,"summer (season)",,,"",patyal3
dog,12652,sokh,"effect of immense summer season",,,"",patyal3
kgr,12652,sokh,"effect of immense summer season",,,"",patyal3
mand,12652,sokh,"thirst",,,"",patyal3
mand,e2,(a)ndhār,"semi-liquid diet of moong or sagoo which is given to a patient",,,"",patyal2
mand,1351,ijj,"mother",,,"",patyal2
mand,e3,kabarnā,"ugly, dirty, useless, ignoble (said of human beings)",,,"",patyal2
mand,4125,gātrā,"(woolen) girdle worn around the waist",,,"",patyal2
mand,4125,gātrī,"(woolen) girdle worn around the waist",,,"",patyal2
mand,4141,gābh,"calf (extended sense 'the state of being pregnant (used with reference to cattle)')",,,"",patyal2
mand,e4,gāyab,"cow's product (viz., ghee, milk, curd, etc.)",,,"",patyal2
mand,4336,goṭ,"temporary pen for the herd of sheep and goats",,,"",patyal2
mand,8152,ciphlā,"greasy, slippery",,,"",patyal2
mand,5119,jaṇvās,"wife (generally used in a contemptuous or abusive manner)",,,"",patyal2
kgr,5119,juṇās,"",,,"",patyal2
mand,13740,ṭhā̃vī̆,"a person belonging to a particular caste who is a carpenter as well as a mason",,,"",patyal2
mand,13740,ṭhā̃vaṇ,"wife of ṭhā̃vī̆",,,"",patyal2
mand,13697,thúā,"tuft of wool or cotton",,,"",patyal2
mand,6152,dā̃d,"tooth",,,"",patyal2
mand,e5,dãdvāḷ,"denture, teeth collectively",,,"",patyal2
mand,6545,deī,"term of address used by the wife for her husband's (elder) sister (real or cousin)",,,"",patyal2
kgr,6545,deī,"term used by low-caste women for high-caste women",,,"",patyal2
bil,6545,devā,"term of address used by the wife for her husband's (elder) sister (real or cousin)",,,"",patyal2
mand,6877,dhiṇcā,"milk and milk products",,,"",patyal2
mand,125,ngār,"glowing charcoal, or (simply) charcoal",,,"",patyal2
mand,125,ngārī,"glowing charcoal, or (simply) charcoal",,,"",patyal2
mand,65,giṭṭhā,"fire-pan, hearth (permanent at one place)",,,"","patyal2;patyal5"
mand,48,khoḍ,"walnut",,,"","patyal2;patyal5"
kgr,125,gār,"",,,"",patyal2
kgr,125,gāru,"",,,"",patyal2
mand,8437,prayāsā,"light, brightness",,,"",patyal2
mand,8928,prāṇ,"",,,"",patyal2
mand,8973,prā́uṇā,"",,,"",patyal2
mand,4368,grã̄o,"",,,"",patyal2
mand,10010,malaúrā,"wife's husband's mother's brother, maternal uncle of wife or husband",,,"",patyal2
kgr,10010,malaúrā,"",,,"",patyal2
bil,10010,malaúrā,"",,,"",patyal2
cam,10010,malaúrā,"",,,"",patyal2
mand,6263,dadaúrā,"wife's or husband's paternal grandfather",,,"",patyal2
mand,10279,maṛā,"corpse, dead man",,,"",patyal2
mand,10278,muā,"",,,"",patyal2
mand,10264,mirg,"leopard",,,"",patyal2
kgr,10264,mirg,"leopard",,,"",patyal2
mand,10288,mritu,"",,,"",patyal2
mand,14152,hirdā,"a proper name",,,"",patyal2
mand,10746,rīs,"envy",,,"",patyal2
mand,10746,rislā,"envious",,,"",patyal2
mand,11968,bis,"poison",,,"",patyal2
mand,11968,bislā,"poisonous",,,"",patyal2
mand,9504,bhitar,"inside",,,"",patyal2
mand,9504,bhitarlā,"insider",,,"",patyal2
mand,1615,hirkh,"jealousy",,,"",patyal2
kgr,1615,hirkh,"jealousy",,,"",patyal2
mand,1615,hirkhlā,"jealous",,,"",patyal2
mand,11129,loy,"light",,,"",patyal2
mand,11129,loi,"light",,,"",patyal2
mand,11045,lī̀kh,"(little) louse",,,"",patyal2
mand,e6,satnājā,"(group of) seven kinds of grains, which is given to a Brähmana on the performance of some rite (like birthday, etc.)",,,"",patyal2
kgr,e6,satnājā,"(group of) seven kinds of grains, which is given to a Brähmana on the performance of some rite (like birthday, etc.)",,,"",patyal2
mand,13291,sabel,"good time",,,"",patyal2
mand,12369,saiṇī,"a vegetable grower",,,"",patyal2
mand,12369,sanyāṇī,"wife of a saiṇī",,,"",patyal2
mand,12369,saiṇ,"",,,"",patyal2
mand,12369,sāyaṇ,"",,,"",patyal2
P,12369,saiṇī,"",,,"",patyal2
dog,12369,saiṇī,"",,,"",patyal2
kgr,12369,saiṇī,"",,,"",patyal2
bang,12369,saiṇī,"",,,"",patyal2
H,12369,sainī,"",,,"",patyal2
mand,629,āgaḷ,"wooden bars (for carrying the idols of the gods and goddesses on shoulders)",,,"",patyal5
mand,450,obrā,"room",,,"",patyal5
mand,450,obru,"small room",,,"",patyal5
kgr,450,obrī,"inner room for storing valuables",,,"",patyal5
bhat,450,obrī,"inner room for keeping goods",,,"",patyal5
bil,450,obrā,"inner room for keeping food grains etc.",,,"",patyal5
sirm,450,obrā,"cow shed",,,"",patyal5
mand,896,oṛ,"sheep pen",,,"",patyal5
kgr,896,oṛi,"",,,"",patyal5
mand,414,aukhā,"difficult, distressed",,,"",patyal5
mand,414,aukhi,"difficulty, distress",,,"",patyal5
kgr,414,aukhā,"difficult, distressed",,,"",patyal5
kgr,414,aukhi,"difficulty, distress",,,"",patyal5
mand,3128,kaṭhyāī̆,"small (wooden or bamboo) bowl",,,"",patyal5
mand,3550,kaṭhyār,"storehouse for keeping grains, granary",,,"",patyal5
mand,3547,kaṭhyāḷā,"keeper of granary",,,"",patyal5
mand,3357,kabāṭ,"bad or difficult path (through mountains and forests)",,,"",patyal5
mand,2902,kamīṇ,"(low — caste) meanial (professional) worker (such as carpenter, blacksmith, cobbler, etc.)",,,"",patyal5
dog,2902,kamīṇ,"",,,"",patyal5
kgr,2902,kamīṇ,"",,,"",patyal5
kul,2902,kamīṇ,"",,,"",patyal5
sirm,2902,kamīṇ,"",,,"",patyal5
bhat,2902,kamīṇ,"",,,"",patyal5
bang,2902,kamīṇ,"menial worker",,,"",patyal5
mand,2713,kalauṇ,"banana orchard, banana bed",,,"",patyal5
mand,2900,kāmi,"(hired) labourer, servant; industrious",,,"",patyal5
mand,e7,kalvār,"lunch, day-meal",,,"",patyal5
kul,e7,kalār,"",,,"",patyal5
Ku,e7,kalyo,"breakfast",,,"",patyal5
mand,2951,kalvāḷ,"a subcaste among Hindus (perhaps originally these people were distiller of country-wine)",,,"",patyal5
mand,2951,kalvāḷan,"",,,"",patyal5
kgr,2951,kalāḷ,"",,,"",patyal5
bhat,2951,kaliā̀ḷ,"",,,"",patyal5
mand,112,kū̆r,"sprout, blossom",,,"",patyal5
kgr,112,kur,"",,,"",patyal5
dog,112,ṅūr,"",,,"",patyal5
mand,3832,khabbā,"left hand",,,"",patyal5
dog,3832,khabbā,"",,,"",patyal5
kgr,3832,khabbā,"",,,"",patyal5
kul,3832,khabbā,"",,,"",patyal5
cam,3832,khabbā,"",,,"",patyal5
bhat,3832,khabbā,"",,,"",patyal5
sirm,3832,khabbā,"",,,"",patyal5
bil,3832,khabbā,"",,,"",patyal5
mand,3832,khabbu,"one who does most of their work with the left hand",,,"",patyal5
mand,3738,kheo,"(hard) work",,,"",patyal5
mand,3738,khep,"work",,,"",patyal5
mand,48,khoṛ,"walnut",,,"",patyal5
kul,48,khoṛ,"",,,"",patyal5
dog,48,khoṛ,"",,,"",patyal5
kgr,48,khoṛ,"",,,"",patyal5
sirm,48,khroṭ,"",,,"",patyal5
mand,4120,gāṇ,"counting",,,"",patyal5
mand,4139,gārḍi,"snake-bite charmer, dealer in antidotes",,,"",patyal5
dog,4139,gārḍi,"",,,"",patyal5
kgr,4139,gārḍi,"",,,"",patyal5
mand,65,giṭṭhi,"portable fire-vessel",,,"",patyal5
kgr,65,giṭṭhā,"",,,"",patyal5
kgr,65,giṭṭhi,"",,,"",patyal5
kul,65,giṭṭhā,"",,,"",patyal5
kul,65,giṭṭhi,"",,,"",patyal5
dog,65,giṭṭhā,"",,,"",patyal5
dog,65,giṭṭhi,"",,,"",patyal5
dog,65,ṅiṭṭhā,"",,,"",patyal5
dog,65,ṅiṭṭhi,"",,,"",patyal5
mand,65,giṭṭhu,"",,,"",patyal5
mand,4009,gaĩ,"step, gait",,,"",patyal5
kgr,4009,gaĩ,"",,,"",patyal5
bil,4009,gaĩ,"",,,"",patyal5
kul,4009,gɔĩ,"",,,"",patyal5
mand,4306,gaũttar,"(basically) 'cow's urine' (but now it is also used in the general sense 'cattle's urine')",,,"",patyal5
kgr,4306,gũttar,"",,,"",patyal5
mand,4306,gaũtrānā,"to urinate (of cattle)",,,"",patyal5
mand,4400,glāṇ,"speaking ill of others, back-biting",,,"",patyal5
kul,4400,glāṇ,"speaking ill of others, back-biting",,,"",patyal5
mand,80,gvāṛā,"space in front of a house",,,"",patyal5
dog,80,gvāṛā,"",,,"",patyal5
kgr,80,gyāḷi,"",,,"",patyal5
bil,80,gvāṛā,"",,,"",patyal5
mand,60,ghyānā,"(big) fire-flame (for sitting around)",,,"",patyal5
dog,60,giā̀ṇā,"",,,"",patyal5
kgr,60,kiā̀ṇā,"",,,"",patyal5
kul,60,ghyānā,"",,,"",patyal5
sirm,60,ghyānā,"",,,"",patyal5
bil,60,ghyānā,"",,,"",patyal5
cam,60,ghyānā,"",,,"",patyal5
kc,60,gɛnn,"kindling",,,"",patyal5
ktg,60,gɛnn,"kindling",,,"",patyal5
mand,4635,cakuṇṭh,"all directions",,,"",patyal5
mand,4635,cakuṇṭhā,"on all sides (everywhere)",,,"",patyal5
kgr,4635,cakuṇṭh,"",,,"",patyal5
mand,4710,cajj,"work, skill",,,"",patyal5
mand,4710,cajlā,"",,,"",patyal5
mand,4710,cajyāṇā,"",,,"",patyal5
dog,4710,cajj,"",,,"",patyal5
S,4710,hāja,"",,,"",patyal5
mand,e8,catrābṛā,"variegated, spotted",,,"",patyal5
dog,e8,catrābṛā,"",,,"",patyal5
kgr,e8,catryābṛā,"",,,"",patyal5
S,e8,ciṭakaḇaro,"",,,"",patyal5
H,e8,citkabrā,"",,,"",patyal5
mand,4620,c(a)bāṭā,"cross-roads",,,"",patyal5
dog,4620,c(a)bāṭā,"",,,"",patyal5
kgr,4620,c(a)bāṭā,"",,,"",patyal5
mand,4873,carī,"small reservoir of water (outside a pond or spring)",,,"",patyal5
dog,4873,carī,"",,,"",patyal5
bhat,4873,cárī,"",,,"",patyal5
kul,4873,caḷī,"",,,"",patyal5
mand,4873,caḷī,"trench",,,"",patyal5
mand,e9,cuā̀khā,"insightful person, lit. four-eyed",,,"",patyal5
dog,e9,cuā̀khā,"insightful person",,,"",patyal5
kgr,e9,cuā̀khā,"overwise",,,"",patyal5
mand,43,hākh,"eye",,,"",patyal5
mand,4626,caúaṭṭā,"market at cross-roads, name of a particular place in Mandi town",,,"",patyal5
mand,5006,chaiḷ,"good (looking), handsome, beautiful",,,"",patyal5
dog,5006,chaiḷ,"",,,"",patyal5
kgr,5006,chaiḷ,"",,,"",patyal5
bil,5006,chaiḷ,"",,,"",patyal5
kul,5006,chyāḷ,"",,,"",patyal5
mand,3756,chaur,"shaving the head (by way of mourning)",,,"",patyal5
N,3756,char,"",,,"",patyal5
N,3756,chavar,"",,,"",patyal5
mand,e10,jaṇdā,"father (used only contemptuously, it has lost its normal sense)",,,"",patyal5
kgr,e10,jaṇdā,"",,,"",patyal5
bang,e10,jaṇtā,"",,,"",patyal5
mand,5106,jaṇdī̆,"mother (used mostly contemptuously)",,,"",patyal5
mand,5118,janit(t)ar,"bridal procession",,,"",patyal5
mand,5118,janitru,"member of bridal procession",,,"",patyal5
kgr,5118,janet,"",,,"",patyal5
mand,10520,jūn,"a meal",,,"",patyal5
mand,10535,jūn,"birth, transmigration",,,"",patyal5
dog,10535,jūn,"",,,"",patyal5
kgr,10535,jūn,"",,,"",patyal5
bil,10535,jūn,"",,,"",patyal5
kul,10535,jūn,"",,,"",patyal5
sirm,10535,juṇi,"",,,"",patyal5
S,10535,jūni,"",,,"",patyal5
mand,5486,ṭóṇā,"to touch, to seek by touch",,,"",patyal5
dog,5486,ṭóṇā,"",,,"",patyal5
kgr,5486,ṭóṇā,"",,,"",patyal5
bil,5486,ṭóṇā,"",,,"",patyal5
kul,5486,ṭóṇā,"",,,"",patyal5
sirm,5486,ṭóṇā,"",,,"",patyal5
cam,5486,ṭóṇā,"",,,"",patyal5
bhat,5486,ṭóṇā,"",,,"",patyal5
mand,5418,ṭauṇā,"deaf",,,"",patyal5
dog,5418,ṭauṇā,"",,,"",patyal5
kgr,5418,ṭauṇā,"",,,"",patyal5
bil,5418,ṭauṇā,"",,,"",patyal5
cam,5418,ṭauṇā,"",,,"",patyal5
sirm,5418,ṭauṇā,"",,,"",patyal5
kul,5418,ṭauṇā,"",,,"",patyal5
bhat,5418,ṭauṇā,"",,,"",patyal5
mand,5779,trāmbā,"copper",,,"",patyal5
mand,5779,tramaíṛā,"",,,"",patyal5
mand,6013,trās,"fear, terror",,,"",patyal5
kgr,6013,trās,"",,,"",patyal5
bil,6013,trās,"",,,"",patyal5
dog,6013,trā́,"",,,"",patyal5
mand,13797,thĩ́d,"ghee",,,"",patyal5
mand,13797,thĩ́dā,"oily, greasy",,,"",patyal5
mand,13797,thándyāī,"greasiness",,,"",patyal5
dog,13797,thĩ́d,"",,,"",patyal5
kgr,13797,thĩ́d,"",,,"",patyal5
dog,13797,thĩ́dā,"",,,"",patyal5
kgr,13797,thĩ́dā,"",,,"",patyal5
mand,6195,dalid(d)ar,"poverty, laziness",,,"",patyal5
mand,6195,dalidri,"poor, lazy",,,"",patyal5
mand,6774,dāi,"wet nurse, midwife",,,"",patyal5
kgr,6774,dāi,"",,,"",patyal5
mand,6290,dāj,"dowry (in marriage)",,,"",patyal5
dog,6290,dāj,"",,,"",patyal5
kgr,6290,dāj,"",,,"",patyal5
kul,6290,dāj,"",,,"",patyal5
bil,6290,dāj,"",,,"",patyal5
cam,6290,dāj,"",,,"",patyal5
mand,6290,dājaṛ,"that which is given or received as dowry",,,"",patyal5
mand,6405,dundā,"having two teeth (said of a calf)",,,"",patyal5
mand,6405,dundu,"",,,"",patyal5
mand,e11,deǒṭṭhaḷ,"god's place (i.e. temple)",,,"",patyal5
mand,10777,drvāch,"the beads of the tree Elaeocarpus ganitrus (rosary beads)",,,"",patyal5
kgr,10777,drāch,"",,,"",patyal5
mand,6717,dhaṇ,"herd of cattle",,,"",patyal5
mand,6796,dhām,"big feast at the marriage ceremony or at some other festivity etc.",,,"",patyal5
kul,6796,dhām,"",,,"",patyal5
sirm,6796,dhām,"",,,"",patyal5
dog,6796,tām,"",,,"",patyal5
kgr,6796,tām,"",,,"",patyal5
bil,6796,tām,"",,,"",patyal5
bhat,6796,tām,"",,,"",patyal5
mand,6767,dhauḷā,"white (of hair)",,,"",patyal5
dog,6767,dhauḷā,"",,,"",patyal5
kgr,6767,dhauḷā,"",,,"",patyal5
mand,679,dhraṅg,"paralysis",,,"",patyal5
dog,679,(a)dàraṅg,"",,,"",patyal5
kgr,679,(a)dàraṅg,"",,,"",patyal5
S,679,adharaṅga,"",,,"",patyal5
mand,7458,nakās,"exit",,,"",patyal5
dog,7458,nakās,"",,,"",patyal5
kgr,7458,nakās,"",,,"",patyal5
mand,6947,naṇdoi,"husband's sister's husband",,,"",patyal5
dog,6947,naṇdoiyā,"",,,"",patyal5
kgr,6947,naṇdoi,"",,,"",patyal5
kgr,6947,naṇdoiyā,"",,,"",patyal5
bhat,6947,naṇdoi,"",,,"",patyal5
cam,6947,naṇdoi,"",,,"",patyal5
sirm,6947,naṇdoiyā,"",,,"",patyal5
sirm,6947,naṇdoi,"",,,"",patyal5
bil,6947,naṇdoi,"",,,"",patyal5
mand,6946,naṛān,"husband's sister",,,"",patyal5
mand,6946,naṇ(a)d,"",,,"",patyal5
kgr,6946,naṇān,"",,,"",patyal5
dog,6946,naṇān,"",,,"",patyal5
bil,6946,naṇān,"",,,"",patyal5
kul,6946,naṇān,"",,,"",patyal5
bhat,6946,naṇ(a)d,"",,,"",patyal5
sirm,6946,naṇ(a)d,"",,,"",patyal5
mand,7233,namant(t)ar,"invitation to the manes on the previous evening of the fourth death anniversary, also the entire ceremony performed on this day is known by this name",,,"",patyal5
dog,7233,nemæ̃nt(t)ar,"",,,"",patyal5
dog,7233,nemãt(t)ar,"",,,"",patyal5
kgr,7233,kaṇmantar,"",,,"",patyal5
mand,7011,nalvātrā,"one of nine days of Ashvina",,,"",patyal5
mand,303,nĩdrā,"sleeplessness",,,"",patyal5
kgr,303,nĩdrā,"",,,"",patyal5
dog,303,nī̃drā,"",,,"",patyal5
mand,7266,nirnā,"empty (bellied)",,,"",patyal5
dog,7266,nernā,"",,,"",patyal5
kgr,7266,nirne,"",,,"",patyal5
sirm,7266,ni(r)nā,"",,,"",patyal5
S,7266,nirāno,"",,,"",patyal5
mand,13801,nū̀s,"son's wife",,,"",patyal5
dog,13801,nū̃́,"",,,"",patyal5
kgr,13801,nū̃́,"",,,"",patyal5
mand,7233,nyũdrā,"invitation",,,"",patyal5
mand,7233,nyũdru,"invitee for a wedding",,,"",patyal5
kul,7233,nyũdra,"",,,"",patyal5
kgr,7233,nyũd(r)ā,"",,,"",patyal5
kgr,7233,nyũd(d)ar,"",,,"",patyal5
dog,7233,nī̃drā,"",,,"",patyal5
bhat,7233,nyũd(d)ar,"",,,"",patyal5
bil,7233,nyũdā,"",,,"",patyal5
sirm,7233,neotā,"",,,"",patyal5
mand,7239,nvāṇ,"measurement",,,"",patyal5
bil,7239,nvāŏ,"",,,"",patyal5
mand,7990,p(a)chvāṛā,"back part of house",,,"",patyal5
kgr,7990,pachvāṛā,"",,,"",patyal5
dog,7990,pacvāṛ,"",,,"",patyal5
bhat,7990,pacyāṛā,"",,,"",patyal5
mand,8187,p(a)tandar,"another father, stepfather (abusively)",,,"",patyal5
dog,8187,p(a)tandar,"",,,"",patyal5
kgr,8187,p(a)tandar,"",,,"",patyal5
mand,7767,pādhar,"plain ground",,,"",patyal5
mand,7767,pādhrā,"",,,"",patyal5
kgr,7767,pā́dar,"",,,"",patyal5
kgr,7767,pádrā,"",,,"",patyal5
mand,8073,paĩṭrā,"stepping stone",,,"",patyal5
dog,8073,paĩṭrā,"",,,"",patyal5
kgr,8073,paĩṭrā,"",,,"",patyal5
mand,8054,pyāḷ,"lower world",,,"",patyal5
kgr,8054,pyāḷ,"",,,"",patyal5
mand,8755,pralau,"destruction of the world",,,"",patyal5
kgr,8755,pralyā,"",,,"",patyal5
mand,11421,baggā,"white (of cattle)",,,"",patyal5
dog,11421,baggā,"",,,"",patyal5
kgr,11421,baggā,"",,,"",patyal5
mand,e12,bajant(t)ar,"musical instruments",,,"",patyal5
mand,e12,bajantri,"",,,"",patyal5
mand,11401,barsoā,"new year's day",,,"",patyal5
kgr,11401,basoā,"",,,"",patyal5
mand,11990,birṭ,"bird dung",,,"",patyal5
mand,9716,baúḷd,"bull",,,"",patyal5
kgr,9716,báḷd,"",,,"",patyal5
dog,9716,báḷd,"",,,"",patyal5
sirm,9716,bɔ́ḷd,"",,,"",patyal5
mand,11628,byāli,"supper",,,"",patyal5
Ku,11628,byāli,"yesterday",,,"",patyal5
Garh,11628,byāli,"yesterday",,,"",patyal5
mand,9486,bacchyā́ru,"beggar",,,"",patyal5
mand,9377,bhadrā,"shaving head in mourning",,,"",patyal5
kul,9377,bhadrā,"",,,"",patyal5
dog,9377,pàdrā,"",,,"",patyal5
kgr,9377,pàdrā,"",,,"",patyal5
bil,9377,pàdrā,"",,,"",patyal5
bhat,9377,pàdra,"",,,"",patyal5
mand,9488,bhicchu,"beggar",,,"",patyal5
kgr,9488,pìkkhu,"",,,"",patyal5
N,9488,bhicchuk,"",,,"",patyal5
mand,9486,bhīch,"alms",,,"",patyal5
mand,e13,maṛthān,"crematorium",,,"",patyal5
mand,10108,masānt,"last day of month",,,"",patyal5
kgr,10108,masānt,"",,,"",patyal5
dog,10108,masānt,"",,,"",patyal5
kul,10108,masānt,"",,,"",patyal5
sirm,10108,masānt,"",,,"",patyal5
bil,10108,basānt,"",,,"",patyal5
N,10108,masā̃t,"",,,"",patyal5
mand,10326,mī̃j,"fat (esp. of sheep and goats)",,,"",patyal5
kgr,10326,mĩjj,"",,,"",patyal5
mand,10246,mórā,"image of deity",,,"",patyal5
kul,10246,mórā,"",,,"",patyal5
mand,10958,lambutrā,"longish",,,"",patyal5
mand,7266,loy,"pashmina shawl",,,"",patyal5
sirm,7266,loi,"",,,"",patyal5
sirm,7266,loiyā,"",,,"",patyal5
mand,e14,lvāṭhi,"dried twigs of a particular tree used for providing light",,,"",patyal5
mand,13905,sajjā,"right hand",,,"",patyal5
kgr,13905,sajjā,"",,,"",patyal5
dog,13905,sajjā,"",,,"",patyal5
cam,13905,sajjā,"",,,"",patyal5
bhat,13905,sajjā,"",,,"",patyal5
bil,13905,sajjā,"",,,"",patyal5
kul,13905,sajjā,"",,,"",patyal5
sirm,13905,sajjā,"",,,"",patyal5
mand,13332,sāi,"advance",,,"",patyal5
mand,13123,sājā,"first day of month",,,"",patyal5
dog,13123,sā̃jā,"",,,"",patyal5
mand,13123,sājrā,"fresh",,,"",patyal5
mand,12391,sā̃d,"",,,"",patyal5
dog,12391,sā̃d,"",,,"",patyal5
kgr,12391,sā̃d,"",,,"",patyal5
bhat,12391,sā̃d,"",,,"",patyal5
cam,12391,sā̃d,"",,,"",patyal5
kul,12391,sā̃d,"",,,"",patyal5
bil,12391,sā̃d,"",,,"",patyal5
sirm,12391,sā̃t,"",,,"",patyal5
mand,13591,selli,"goat's hair",,,"",patyal5
mand,13591,sellā,"goat hair mattress",,,"",patyal5
mand,13591,sel,"fibre of which ropes are made",,,"",patyal5
mand,12613,seḷā,"cold",,,"",patyal5
bil,12613,seḷā,"",,,"",patyal5
kul,12613,śeḷā,"",,,"",patyal5
mand,12348,saíl,"porcupine",,,"",patyal5
mand,12348,sā́il,"",,,"",patyal5
kgr,12348,saíl,"",,,"",patyal5
mand,12348,saḷvānu,"porcupine quill",,,"",patyal5
kgr,12348,slā̀ṇu,"porcupine quill",,,"",patyal5
mand,e15,saukhā,"easy",,,"",patyal5
mand,e15,saukhi,"",,,"",patyal5
dog,e15,saukhā,"",,,"",patyal5
kgr,e15,saukhā,"",,,"",patyal5
P,e15,saukhā,"",,,"",patyal5
mand,12486,syāḷā,"winter",,,"",patyal5
bil,12486,syāḷā,"",,,"",patyal5
bhat,12486,syāḷā,"",,,"",patyal5
kgr,12486,syāḷ,"",,,"",patyal5
sirm,12486,śyāḷā,"",,,"",patyal5
mand,1037,heṛā,"hunting",,,"",patyal5
kgr,1037,heṛā,"",,,"",patyal5
bil,1037,heṛā,"",,,"",patyal5
cam,1037,heṛā,"",,,"",patyal5
mand,1038,heṛī̆,"hunter",,,"",patyal5
kgr,1038,heṛī̆,"",,,"",patyal5
bil,1038,heṛī̆,"",,,"",patyal5
cam,1038,heṛī̆,"",,,"",patyal5
kul,1038,heṛī̆,"",,,"",patyal5
mand,14096,hyũ,"snow",,,"",patyal5
kul,14096,hyũ,"",,,"",patyal5
bhat,14096,hyũ,"",,,"",patyal5
cam,14096,hyũ,"",,,"",patyal5
mand,14164,hyū̃d,"winter season",,,"",patyal5
kul,14164,hyū̃d,"",,,"",patyal5
bhat,14164,hyū̃d,"",,,"",patyal5
krp,10881,oṅkā,"like that",,ɔŋka,,toulmin
kbh,10881,oi nākhān,"like that",,oi naxan,,toulmin
kbn,10881,heṅkā,"like that",,heŋka,,toulmin
krp,10882,oṅkā,"like that",,ɔŋka,,toulmin
kbh,10882,oi nākhān,"like that",,oi naxan,,toulmin
kbn,10882,heṅkā,"like that",,heŋka,,toulmin
kks,88,aghan,"8th month in the Hindu calendar",,ʌgɦən,,toulmin
krl,88,aghan,"8th month in the Hindu calendar",,ʌgɦʌn,,toulmin
kmh,88,aghan,"8th month in the Hindu calendar",,ʌgɦʌn,,toulmin
kth,88,aghan,"8th month in the Hindu calendar",,ɔgɦon,,toulmin
ksh,88,aghan,"8th month in the Hindu calendar",,ɔɣɦɔn,,toulmin
krp,88,āgon,"8th month in the Hindu calendar",,agon,,toulmin
kbh,88,āgon,"8th month in the Hindu calendar",,"agon, aɣon",,toulmin
kbn,88,āghon,"8th month in the Hindu calendar",,aɣɦon,,toulmin
kks,1589,atalā,"that many",,ʌdəla,,toulmin
kks,134,āṅul,"finger, toe",,aŋul,,toulmin
kks,138,āṅṭhī,"ring (on finger)",,aŋʈhi,,toulmin
kks,68,āgu,"in front, ahead, further on",,agu,,toulmin
kks,118,eṅnā,"courtyard",,ɛŋna,,toulmin
kks,55,āgin,"fire",,agin,,toulmin
kks,125,āṅrā,"glowing charcoal",,aŋra,,toulmin
kks,242,āj,"today",,aʤ,,toulmin
kks,1338,āṭā,"flour",,aʈa,,toulmin
kks,1341,ādo,"ginger",,adʌ,,toulmin
kks,644,ādhā,"half",,adɦa,,toulmin
kks,386,andhar,"darkness",,əndɦər,,toulmin
kks,1268,ām,"mango",,am,,toulmin
kks,434,ār,"and",,ar,,toulmin
kks,1388,ālū,"potato",,alu,,toulmin
kks,1400,ālo,"light",,alo,,toulmin
kks,1600,īṭā,"brick",,iʈa,,toulmin
kks,2387,ū̃ṭ,"camel",,ũʈ,,toulmin
Ko,1371,āḷśɛ̃,lazy,,,,IndoLanguages
Ko,2920,kaḷśɛ̃,"jug, vessel to carry water for prayer",,,,IndoLanguages
Ko,2879,kāpśɛ̃bīya,cotton seeds,,,,IndoLanguages
Ko,579,āmśɛ̃,sour,,,,IndoLanguages
Ko,5839,tikśɛ̃,spicy,,,,IndoLanguages
